Date,Customer_ID,Historical_Sales,Customer_Trends_Score,Sales_Channel,Revenue
2018-01-02 19:00:00,4393,10004.3001,0.13631,Wholesale,22009.4602
2018-01-02 20:00:00,3895,10004.4001,0.136312,Retail,25011.0002
2018-01-02 21:00:00,1548,10004.5001,0.136313,Wholesale,22009.9002
2018-01-02 22:00:00,2035,10004.6001,0.136315,Wholesale,22010.1202
2018-01-02 23:00:00,3916,10004.7001,0.136316,Retail,25011.7502
2018-01-03 00:00:00,4345,10004.8001,0.136318,Online,23011.0402
2018-01-03 01:00:00,3349,10004.9001,0.136319,Retail,25012.2502
2018-01-03 02:00:00,2127,10005.0001,0.136321,Retail,25012.5003
2018-01-03 03:00:00,1873,10005.1001,0.136322,Retail,25012.7503
2018-01-03 04:00:00,3522,10005.2001,0.136324,Retail,25013.0003
2018-01-03 05:00:00,4643,10005.3001,0.136325,Retail,25013.2503
2018-01-03 06:00:00,1182,10005.4001,0.136327,Online,23012.4202
2018-01-03 07:00:00,4359,10005.5001,0.136328,Wholesale,22012.1002
2018-01-03 08:00:00,1066,10005.6001,0.13633,Retail,25014.0003
2018-01-03 09:00:00,1736,10005.7001,0.136331,Retail,25014.2503
2018-01-03 10:00:00,4950,10005.8001,0.136333,Online,23013.3403
2018-01-03 11:00:00,4112,10005.9001,0.136335,Retail,25014.7503
2018-01-03 12:00:00,4622,10006.0001,0.136336,Retail,25015.0003
2018-01-03 13:00:00,1004,10006.1001,0.136338,Wholesale,22013.4203
2018-01-03 14:00:00,4856,10006.2001,0.136339,Wholesale,22013.6403
2018-01-03 15:00:00,2589,10006.3001,0.136341,Wholesale,22013.8603
2018-01-03 16:00:00,3065,10006.4001,0.136342,Retail,25016.0003
2018-01-03 17:00:00,3942,10006.5001,0.136344,Wholesale,22014.3003
2018-01-03 18:00:00,1401,10006.6001,0.136345,Wholesale,22014.5203
2018-01-03 19:00:00,4259,10006.7001,0.136347,Online,23015.4103
2018-01-03 20:00:00,2378,10006.8001,0.136348,Wholesale,22014.9603
2018-01-03 21:00:00,4888,10006.9001,0.13635,Retail,25017.2503
2018-01-03 22:00:00,1870,10007.0001,0.136351,Online,23016.1003
2018-01-03 23:00:00,1353,10007.1001,0.136353,Retail,25017.7504
2018-01-04 00:00:00,1630,10007.2001,0.136354,Retail,25018.0004
2018-01-04 01:00:00,4843,10007.3001,0.136356,Wholesale,22016.0603
2018-01-04 02:00:00,1540,10007.4001,0.136357,Retail,25018.5004
2018-01-04 03:00:00,4831,10007.5002,0.136359,Wholesale,22016.5003
2018-01-04 04:00:00,4929,10007.6002,0.136361,Retail,25019.0004
2018-01-04 05:00:00,4773,10007.7002,0.136362,Retail,25019.2504
2018-01-04 06:00:00,3445,10007.8002,0.136364,Retail,25019.5004
2018-01-04 07:00:00,3876,10007.9002,0.136365,Wholesale,22017.3803
2018-01-04 08:00:00,1763,10008.0002,0.136367,Online,23018.4004
2018-01-04 09:00:00,4228,10008.1002,0.136368,Online,23018.6304
2018-01-04 10:00:00,1046,10008.2002,0.13637,Retail,25020.5004
2018-01-04 11:00:00,4508,10008.3002,0.136371,Retail,25020.7504
2018-01-04 12:00:00,1217,10008.4002,0.136373,Online,23019.3204
2018-01-04 13:00:00,4333,10008.5002,0.136374,Retail,25021.2504
2018-01-04 14:00:00,1577,10008.6002,0.136376,Retail,25021.5004
2018-01-04 15:00:00,1440,10008.7002,0.136377,Wholesale,22019.1404
2018-01-04 16:00:00,1238,10008.8002,0.136379,Retail,25022.0004
2018-01-04 17:00:00,4969,10008.9002,0.13638,Retail,25022.2504
2018-01-04 18:00:00,3578,10009.0002,0.136382,Retail,25022.5005
2018-01-04 19:00:00,1313,10009.1002,0.136384,Online,23020.9304
2018-01-04 20:00:00,2753,10009.2002,0.136385,Retail,25023.0005
2018-01-04 21:00:00,4208,10009.3002,0.136387,Wholesale,22020.4604
2018-01-04 22:00:00,3955,10009.4002,0.136388,Online,23021.6204
2018-01-04 23:00:00,3621,10009.5002,0.13639,Wholesale,22020.9004
2018-01-05 00:00:00,1962,10009.6002,0.136391,Retail,25024.0005
2018-01-05 01:00:00,2006,10009.7002,0.136393,Online,23022.3104
2018-01-05 02:00:00,1206,10009.8002,0.136394,Retail,25024.5005
2018-01-05 03:00:00,4075,10009.9002,0.136396,Retail,25024.7505
2018-01-05 04:00:00,3581,10010.0002,0.136397,Wholesale,22022.0004
2018-01-05 05:00:00,1192,10010.1002,0.136399,Online,23023.2305
2018-01-05 06:00:00,1832,10010.2002,0.1364,Retail,25025.5005
2018-01-05 07:00:00,4770,10010.3002,0.136402,Wholesale,22022.6605
2018-01-05 08:00:00,3627,10010.4002,0.136403,Wholesale,22022.8805
2018-01-05 09:00:00,1589,10010.5002,0.136405,Online,23024.1505
2018-01-05 10:00:00,1577,10010.6002,0.136406,Retail,25026.5005
2018-01-05 11:00:00,4588,10010.7002,0.136408,Retail,25026.7505
2018-01-05 12:00:00,3924,10010.8002,0.13641,Online,23024.8405
2018-01-05 13:00:00,1354,10010.9002,0.136411,Wholesale,22023.9805
2018-01-05 14:00:00,2151,10011.0002,0.136413,Wholesale,22024.2005
2018-01-05 15:00:00,2631,10011.1002,0.136414,Online,23025.5305
2018-01-05 16:00:00,4281,10011.2002,0.136416,Online,23025.7605
2018-01-05 17:00:00,1869,10011.3002,0.136417,Wholesale,22024.8605
2018-01-05 18:00:00,1721,10011.4002,0.136419,Wholesale,22025.0805
2018-01-05 19:00:00,2045,10011.5002,0.13642,Wholesale,22025.3005
2018-01-05 20:00:00,4667,10011.6002,0.136422,Online,23026.6805
2018-01-05 21:00:00,1956,10011.7002,0.136423,Wholesale,22025.7405
2018-01-05 22:00:00,2007,10011.8002,0.136425,Retail,25029.5006
2018-01-05 23:00:00,1147,10011.9002,0.136426,Online,23027.3705
2018-01-06 00:00:00,1832,10012.0002,0.136428,Wholesale,22026.4005
2018-01-06 01:00:00,1964,10012.1002,0.136429,Online,23027.8306
2018-01-06 02:00:00,4982,10012.2002,0.136431,Retail,25030.5006
2018-01-06 03:00:00,3495,10012.3002,0.136432,Retail,25030.7506
2018-01-06 04:00:00,4720,10012.4002,0.136434,Online,23028.5206
2018-01-06 05:00:00,3062,10012.5003,0.136436,Wholesale,22027.5006
2018-01-06 06:00:00,3816,10012.6003,0.136437,Retail,25031.5006
2018-01-06 07:00:00,2851,10012.7003,0.136439,Wholesale,22027.9406
2018-01-06 08:00:00,4754,10012.8003,0.13644,Online,23029.4406
2018-01-06 09:00:00,1723,10012.9003,0.136442,Online,23029.6706
2018-01-06 10:00:00,1265,10013.0003,0.136443,Retail,25032.5007
2018-01-06 11:00:00,4489,10013.1003,0.136445,Retail,25032.7507
2018-01-06 12:00:00,3569,10013.2003,0.136446,Wholesale,22029.0406
2018-01-06 13:00:00,2942,10013.3003,0.136448,Online,23030.5906
2018-01-06 14:00:00,1375,10013.4003,0.136449,Online,23030.8206
2018-01-06 15:00:00,3292,10013.5003,0.136451,Retail,25033.7507
2018-01-06 16:00:00,2263,10013.6003,0.136452,Online,23031.2806
2018-01-06 17:00:00,3118,10013.7003,0.136454,Wholesale,22030.1406
2018-01-06 18:00:00,3525,10013.8003,0.136455,Retail,25034.5007
2018-01-06 19:00:00,3169,10013.9003,0.136457,Retail,25034.7507
2018-01-06 20:00:00,2035,10014.0003,0.136459,Wholesale,22030.8006
2018-01-06 21:00:00,1752,10014.1003,0.13646,Wholesale,22031.0206
2018-01-06 22:00:00,3129,10014.2003,0.136462,Online,23032.6607
2018-01-06 23:00:00,3634,10014.3003,0.136463,Wholesale,22031.4606
2018-01-07 00:00:00,2917,10014.4003,0.136465,Retail,25036.0007
2018-01-07 01:00:00,4147,10014.5003,0.136466,Retail,25036.2507
2018-01-07 02:00:00,2669,10014.6003,0.136468,Online,23033.5807
2018-01-07 03:00:00,1865,10014.7003,0.136469,Wholesale,22032.3406
2018-01-07 04:00:00,2870,10014.8003,0.136471,Wholesale,22032.5607
2018-01-07 05:00:00,4542,10014.9003,0.136472,Online,23034.2707
2018-01-07 06:00:00,1310,10015.0003,0.136474,Retail,25037.5008
2018-01-07 07:00:00,1810,10015.1003,0.136475,Online,23034.7307
2018-01-07 08:00:00,1218,10015.2003,0.136477,Retail,25038.0008
2018-01-07 09:00:00,3622,10015.3003,0.136478,Online,23035.1907
2018-01-07 10:00:00,1531,10015.4003,0.13648,Retail,25038.5008
2018-01-07 11:00:00,3053,10015.5003,0.136481,Online,23035.6507
2018-01-07 12:00:00,3493,10015.6003,0.136483,Online,23035.8807
2018-01-07 13:00:00,1810,10015.7003,0.136485,Retail,25039.2508
2018-01-07 14:00:00,2297,10015.8003,0.136486,Online,23036.3407
2018-01-07 15:00:00,3108,10015.9003,0.136488,Online,23036.5707
2018-01-07 16:00:00,4578,10016.0003,0.136489,Retail,25040.0008
2018-01-07 17:00:00,1303,10016.1003,0.136491,Wholesale,22035.4207
2018-01-07 18:00:00,3975,10016.2003,0.136492,Wholesale,22035.6407
2018-01-07 19:00:00,1461,10016.3003,0.136494,Online,23037.4907
2018-01-07 20:00:00,3783,10016.4003,0.136495,Online,23037.7208
2018-01-07 21:00:00,1303,10016.5003,0.136497,Wholesale,22036.3007
2018-01-07 22:00:00,2743,10016.6003,0.136498,Retail,25041.5008
2018-01-07 23:00:00,3931,10016.7003,0.1365,Online,23038.4108
2018-01-08 00:00:00,1580,10016.8003,0.136501,Wholesale,22036.9607
2018-01-08 01:00:00,2295,10016.9003,0.136503,Retail,25042.2508
2018-01-08 02:00:00,4344,10017.0003,0.136504,Online,23039.1008
2018-01-08 03:00:00,1863,10017.1003,0.136506,Retail,25042.7509
2018-01-08 04:00:00,3840,10017.2003,0.136508,Retail,25043.0009
2018-01-08 05:00:00,1468,10017.3003,0.136509,Retail,25043.2509
2018-01-08 06:00:00,4545,10017.4003,0.136511,Online,23040.0208
2018-01-08 07:00:00,2584,10017.5004,0.136512,Online,23040.2508
2018-01-08 08:00:00,2933,10017.6004,0.136514,Retail,25044.0009
2018-01-08 09:00:00,4634,10017.7004,0.136515,Online,23040.7108
2018-01-08 10:00:00,3140,10017.8004,0.136517,Wholesale,22039.1608
2018-01-08 11:00:00,1405,10017.9004,0.136518,Retail,25044.7509
2018-01-08 12:00:00,1489,10018.0004,0.13652,Retail,25045.0009
2018-01-08 13:00:00,4692,10018.1004,0.136521,Online,23041.6308
2018-01-08 14:00:00,1742,10018.2004,0.136523,Retail,25045.5009
2018-01-08 15:00:00,2987,10018.3004,0.136524,Retail,25045.7509
2018-01-08 16:00:00,1126,10018.4004,0.136526,Online,23042.3208
2018-01-08 17:00:00,4231,10018.5004,0.136527,Online,23042.5509
2018-01-08 18:00:00,4708,10018.6004,0.136529,Online,23042.7809
2018-01-08 19:00:00,3817,10018.7004,0.13653,Online,23043.0109
2018-01-08 20:00:00,3144,10018.8004,0.136532,Retail,25047.0009
2018-01-08 21:00:00,1181,10018.9004,0.136534,Retail,25047.2509
2018-01-08 22:00:00,3530,10019.0004,0.136535,Online,23043.7009
2018-01-08 23:00:00,3826,10019.1004,0.136537,Wholesale,22042.0208
2018-01-09 00:00:00,4970,10019.2004,0.136538,Retail,25048.001
2018-01-09 01:00:00,2879,10019.3004,0.13654,Online,23044.3909
2018-01-09 02:00:00,3577,10019.4004,0.136541,Retail,25048.501
2018-01-09 03:00:00,1807,10019.5004,0.136543,Retail,25048.751
2018-01-09 04:00:00,2512,10019.6004,0.136544,Retail,25049.001
2018-01-09 05:00:00,2300,10019.7004,0.136546,Online,23045.3109
2018-01-09 06:00:00,1550,10019.8004,0.136547,Online,23045.5409
2018-01-09 07:00:00,1306,10019.9004,0.136549,Retail,25049.751
2018-01-09 08:00:00,3484,10020.0004,0.13655,Wholesale,22044.0009
2018-01-09 09:00:00,3126,10020.1004,0.136552,Online,23046.2309
2018-01-09 10:00:00,4457,10020.2004,0.136553,Wholesale,22044.4409
2018-01-09 11:00:00,3775,10020.3004,0.136555,Retail,25050.751
2018-01-09 12:00:00,3467,10020.4004,0.136556,Wholesale,22044.8809
2018-01-09 13:00:00,2512,10020.5004,0.136558,Online,23047.1509
2018-01-09 14:00:00,4664,10020.6004,0.13656,Wholesale,22045.3209
2018-01-09 15:00:00,1449,10020.7004,0.136561,Online,23047.611
2018-01-09 16:00:00,1836,10020.8004,0.136563,Wholesale,22045.7609
2018-01-09 17:00:00,3345,10020.9004,0.136564,Wholesale,22045.9809
2018-01-09 18:00:00,2072,10021.0004,0.136566,Online,23048.301
2018-01-09 19:00:00,4847,10021.1004,0.136567,Online,23048.531
2018-01-09 20:00:00,4134,10021.2004,0.136569,Retail,25053.0011
2018-01-09 21:00:00,4648,10021.3004,0.13657,Retail,25053.2511
2018-01-09 22:00:00,1711,10021.4004,0.136572,Online,23049.221
2018-01-09 23:00:00,2490,10021.5004,0.136573,Retail,25053.7511
2018-01-10 00:00:00,3058,10021.6004,0.136575,Online,23049.681
2018-01-10 01:00:00,2592,10021.7004,0.136576,Wholesale,22047.741
2018-01-10 02:00:00,3719,10021.8004,0.136578,Wholesale,22047.961
2018-01-10 03:00:00,4272,10021.9004,0.136579,Retail,25054.7511
2018-01-10 04:00:00,4184,10022.0004,0.136581,Online,23050.601
2018-01-10 05:00:00,4360,10022.1004,0.136583,Retail,25055.2511
2018-01-10 06:00:00,2700,10022.2004,0.136584,Retail,25055.5011
2018-01-10 07:00:00,1756,10022.3004,0.136586,Retail,25055.7511
2018-01-10 08:00:00,1795,10022.4004,0.136587,Retail,25056.0011
2018-01-10 09:00:00,2403,10022.5005,0.136589,Wholesale,22049.501
2018-01-10 10:00:00,4995,10022.6005,0.13659,Online,23051.981
2018-01-10 11:00:00,3012,10022.7005,0.136592,Online,23052.211
2018-01-10 12:00:00,4274,10022.8005,0.136593,Online,23052.441
2018-01-10 13:00:00,2186,10022.9005,0.136595,Wholesale,22050.381
2018-01-10 14:00:00,2489,10023.0005,0.136596,Retail,25057.5012
2018-01-10 15:00:00,4910,10023.1005,0.136598,Wholesale,22050.821
2018-01-10 16:00:00,4254,10023.2005,0.136599,Online,23053.3611
2018-01-10 17:00:00,1297,10023.3005,0.136601,Retail,25058.2512
2018-01-10 18:00:00,4618,10023.4005,0.136602,Online,23053.8211
2018-01-10 19:00:00,2376,10023.5005,0.136604,Retail,25058.7512
2018-01-10 20:00:00,2520,10023.6005,0.136605,Retail,25059.0012
2018-01-10 21:00:00,4130,10023.7005,0.136607,Retail,25059.2512
2018-01-10 22:00:00,4511,10023.8005,0.136609,Online,23054.7411
2018-01-10 23:00:00,4931,10023.9005,0.13661,Retail,25059.7512
2018-01-11 00:00:00,1613,10024.0005,0.136612,Wholesale,22052.8011
2018-01-11 01:00:00,3201,10024.1005,0.136613,Online,23055.4311
2018-01-11 02:00:00,4954,10024.2005,0.136615,Online,23055.6611
2018-01-11 03:00:00,4388,10024.3005,0.136616,Wholesale,22053.4611
2018-01-11 04:00:00,1729,10024.4005,0.136618,Online,23056.1211
2018-01-11 05:00:00,4669,10024.5005,0.136619,Retail,25061.2512
2018-01-11 06:00:00,3807,10024.6005,0.136621,Retail,25061.5012
2018-01-11 07:00:00,3129,10024.7005,0.136622,Online,23056.8111
2018-01-11 08:00:00,3597,10024.8005,0.136624,Retail,25062.0012
2018-01-11 09:00:00,3760,10024.9005,0.136625,Retail,25062.2512
2018-01-11 10:00:00,2361,10025.0005,0.136627,Online,23057.5012
2018-01-11 11:00:00,3692,10025.1005,0.136628,Retail,25062.7513
2018-01-11 12:00:00,2434,10025.2005,0.13663,Online,23057.9612
2018-01-11 13:00:00,2324,10025.3005,0.136632,Retail,25063.2513
2018-01-11 14:00:00,4514,10025.4005,0.136633,Wholesale,22055.8811
2018-01-11 15:00:00,4694,10025.5005,0.136635,Retail,25063.7513
2018-01-11 16:00:00,1688,10025.6005,0.136636,Wholesale,22056.3211
2018-01-11 17:00:00,3825,10025.7005,0.136638,Online,23059.1112
2018-01-11 18:00:00,2201,10025.8005,0.136639,Online,23059.3412
2018-01-11 19:00:00,2288,10025.9005,0.136641,Wholesale,22056.9811
2018-01-11 20:00:00,2997,10026.0005,0.136642,Retail,25065.0013
2018-01-11 21:00:00,1308,10026.1005,0.136644,Wholesale,22057.4211
2018-01-11 22:00:00,4216,10026.2005,0.136645,Online,23060.2612
2018-01-11 23:00:00,1832,10026.3005,0.136647,Retail,25065.7513
2018-01-12 00:00:00,1047,10026.4005,0.136648,Online,23060.7212
2018-01-12 01:00:00,4621,10026.5005,0.13665,Online,23060.9512
2018-01-12 02:00:00,3043,10026.6005,0.136651,Online,23061.1812
2018-01-12 03:00:00,3627,10026.7005,0.136653,Online,23061.4112
2018-01-12 04:00:00,4499,10026.8005,0.136654,Retail,25067.0013
2018-01-12 05:00:00,1614,10026.9005,0.136656,Retail,25067.2513
2018-01-12 06:00:00,3201,10027.0005,0.136658,Retail,25067.5014
2018-01-12 07:00:00,1947,10027.1005,0.136659,Online,23062.3312
2018-01-12 08:00:00,3375,10027.2005,0.136661,Online,23062.5613
2018-01-12 09:00:00,4111,10027.3005,0.136662,Online,23062.7913
2018-01-12 10:00:00,4721,10027.4005,0.136664,Online,23063.0213
2018-01-12 11:00:00,4164,10027.5006,0.136665,Wholesale,22060.5012
2018-01-12 12:00:00,4357,10027.6006,0.136667,Wholesale,22060.7212
2018-01-12 13:00:00,2935,10027.7006,0.136668,Retail,25069.2514
2018-01-12 14:00:00,1042,10027.8006,0.13667,Wholesale,22061.1612
2018-01-12 15:00:00,2440,10027.9006,0.136671,Wholesale,22061.3812
2018-01-12 16:00:00,4144,10028.0006,0.136673,Retail,25070.0014
2018-01-12 17:00:00,4794,10028.1006,0.136674,Online,23064.6313
2018-01-12 18:00:00,2554,10028.2006,0.136676,Wholesale,22062.0412
2018-01-12 19:00:00,1070,10028.3006,0.136677,Wholesale,22062.2612
2018-01-12 20:00:00,1780,10028.4006,0.136679,Retail,25071.0014
2018-01-12 21:00:00,2157,10028.5006,0.13668,Wholesale,22062.7013
2018-01-12 22:00:00,2359,10028.6006,0.136682,Retail,25071.5014
2018-01-12 23:00:00,4487,10028.7006,0.136684,Online,23066.0113
2018-01-13 00:00:00,3142,10028.8006,0.136685,Retail,25072.0014
2018-01-13 01:00:00,2310,10028.9006,0.136687,Retail,25072.2514
2018-01-13 02:00:00,2855,10029.0006,0.136688,Wholesale,22063.8013
2018-01-13 03:00:00,2195,10029.1006,0.13669,Online,23066.9313
2018-01-13 04:00:00,1316,10029.2006,0.136691,Wholesale,22064.2413
2018-01-13 05:00:00,3135,10029.3006,0.136693,Online,23067.3913
2018-01-13 06:00:00,4903,10029.4006,0.136694,Wholesale,22064.6813
2018-01-13 07:00:00,2172,10029.5006,0.136696,Wholesale,22064.9013
2018-01-13 08:00:00,1200,10029.6006,0.136697,Online,23068.0814
2018-01-13 09:00:00,1211,10029.7006,0.136699,Retail,25074.2515
2018-01-13 10:00:00,2217,10029.8006,0.1367,Wholesale,22065.5613
2018-01-13 11:00:00,3402,10029.9006,0.136702,Retail,25074.7515
2018-01-13 12:00:00,1225,10030.0006,0.136703,Retail,25075.0015
2018-01-13 13:00:00,4172,10030.1006,0.136705,Wholesale,22066.2213
2018-01-13 14:00:00,2092,10030.2006,0.136707,Retail,25075.5015
2018-01-13 15:00:00,4797,10030.3006,0.136708,Retail,25075.7515
2018-01-13 16:00:00,4493,10030.4006,0.13671,Retail,25076.0015
2018-01-13 17:00:00,2747,10030.5006,0.136711,Retail,25076.2515
2018-01-13 18:00:00,1039,10030.6006,0.136713,Online,23070.3814
2018-01-13 19:00:00,3584,10030.7006,0.136714,Wholesale,22067.5414
2018-01-13 20:00:00,3441,10030.8006,0.136716,Wholesale,22067.7614
2018-01-13 21:00:00,4158,10030.9006,0.136717,Wholesale,22067.9814
2018-01-13 22:00:00,2357,10031.0006,0.136719,Online,23071.3014
2018-01-13 23:00:00,3880,10031.1006,0.13672,Online,23071.5314
2018-01-14 00:00:00,2686,10031.2006,0.136722,Online,23071.7614
2018-01-14 01:00:00,3136,10031.3006,0.136723,Retail,25078.2516
2018-01-14 02:00:00,2039,10031.4006,0.136725,Retail,25078.5016
2018-01-14 03:00:00,1934,10031.5006,0.136726,Retail,25078.7516
2018-01-14 04:00:00,4303,10031.6006,0.136728,Retail,25079.0016
2018-01-14 05:00:00,4059,10031.7006,0.136729,Retail,25079.2516
2018-01-14 06:00:00,4097,10031.8006,0.136731,Wholesale,22069.9614
2018-01-14 07:00:00,2633,10031.9006,0.136733,Online,23073.3715
2018-01-14 08:00:00,4378,10032.0006,0.136734,Online,23073.6015
2018-01-14 09:00:00,4479,10032.1006,0.136736,Wholesale,22070.6214
2018-01-14 10:00:00,1631,10032.2006,0.136737,Wholesale,22070.8414
2018-01-14 11:00:00,1216,10032.3006,0.136739,Online,23074.2915
2018-01-14 12:00:00,3604,10032.4006,0.13674,Wholesale,22071.2814
2018-01-14 13:00:00,4979,10032.5007,0.136742,Retail,25081.2516
2018-01-14 14:00:00,4491,10032.6007,0.136743,Online,23074.9815
2018-01-14 15:00:00,2417,10032.7007,0.136745,Retail,25081.7516
2018-01-14 16:00:00,1479,10032.8007,0.136746,Wholesale,22072.1614
2018-01-14 17:00:00,1427,10032.9007,0.136748,Wholesale,22072.3814
2018-01-14 18:00:00,3347,10033.0007,0.136749,Wholesale,22072.6015
2018-01-14 19:00:00,3730,10033.1007,0.136751,Online,23076.1315
2018-01-14 20:00:00,2075,10033.2007,0.136752,Retail,25083.0017
2018-01-14 21:00:00,1742,10033.3007,0.136754,Online,23076.5915
2018-01-14 22:00:00,2027,10033.4007,0.136756,Retail,25083.5017
2018-01-14 23:00:00,1754,10033.5007,0.136757,Retail,25083.7517
2018-01-15 00:00:00,1424,10033.6007,0.136759,Retail,25084.0017
2018-01-15 01:00:00,4640,10033.7007,0.13676,Retail,25084.2517
2018-01-15 02:00:00,4623,10033.8007,0.136762,Retail,25084.5017
2018-01-15 03:00:00,2266,10033.9007,0.136763,Wholesale,22074.5815
2018-01-15 04:00:00,1052,10034.0007,0.136765,Retail,25085.0017
2018-01-15 05:00:00,1885,10034.1007,0.136766,Retail,25085.2517
2018-01-15 06:00:00,3182,10034.2007,0.136768,Wholesale,22075.2415
2018-01-15 07:00:00,3877,10034.3007,0.136769,Online,23078.8916
2018-01-15 08:00:00,1626,10034.4007,0.136771,Retail,25086.0017
2018-01-15 09:00:00,1602,10034.5007,0.136772,Retail,25086.2517
2018-01-15 10:00:00,2317,10034.6007,0.136774,Online,23079.5816
2018-01-15 11:00:00,3909,10034.7007,0.136775,Retail,25086.7517
2018-01-15 12:00:00,2958,10034.8007,0.136777,Online,23080.0416
2018-01-15 13:00:00,2864,10034.9007,0.136778,Online,23080.2716
2018-01-15 14:00:00,1331,10035.0007,0.13678,Wholesale,22077.0015
2018-01-15 15:00:00,4329,10035.1007,0.136782,Online,23080.7316
2018-01-15 16:00:00,2076,10035.2007,0.136783,Wholesale,22077.4415
2018-01-15 17:00:00,3118,10035.3007,0.136785,Online,23081.1916
2018-01-15 18:00:00,1531,10035.4007,0.136786,Wholesale,22077.8816
2018-01-15 19:00:00,2379,10035.5007,0.136788,Wholesale,22078.1016
2018-01-15 20:00:00,1143,10035.6007,0.136789,Retail,25089.0018
2018-01-15 21:00:00,3853,10035.7007,0.136791,Online,23082.1116
2018-01-15 22:00:00,2605,10035.8007,0.136792,Retail,25089.5018
2018-01-15 23:00:00,2458,10035.9007,0.136794,Online,23082.5717
2018-01-16 00:00:00,1059,10036.0007,0.136795,Online,23082.8017
2018-01-16 01:00:00,1040,10036.1007,0.136797,Wholesale,22079.4216
2018-01-16 02:00:00,2008,10036.2007,0.136798,Online,23083.2617
2018-01-16 03:00:00,2787,10036.3007,0.1368,Wholesale,22079.8616
2018-01-16 04:00:00,4344,10036.4007,0.136801,Wholesale,22080.0816
2018-01-16 05:00:00,3495,10036.5007,0.136803,Online,23083.9517
2018-01-16 06:00:00,2031,10036.6007,0.136804,Online,23084.1817
2018-01-16 07:00:00,4273,10036.7007,0.136806,Retail,25091.7518
2018-01-16 08:00:00,4698,10036.8007,0.136808,Retail,25092.0018
2018-01-16 09:00:00,4050,10036.9007,0.136809,Retail,25092.2518
2018-01-16 10:00:00,1485,10037.0007,0.136811,Wholesale,22081.4016
2018-01-16 11:00:00,3319,10037.1007,0.136812,Wholesale,22081.6216
2018-01-16 12:00:00,4722,10037.2007,0.136814,Retail,25093.0019
2018-01-16 13:00:00,1890,10037.3007,0.136815,Wholesale,22082.0616
2018-01-16 14:00:00,4099,10037.4007,0.136817,Wholesale,22082.2816
