Date,Vendor_ID,Purchase_Order_Amount,Approval_Status,Vendor_Rating,Procurement_Lead_Time
2023-01-02 23:00:00,V00446,8960.31,Pending,4,12.0
2023-01-03 00:00:00,V00175,6149.81,Approved,4,10.5
2023-01-03 01:00:00,V00446,6060.9,Pending,4,16.2
2023-01-03 02:00:00,V00051,1713.46,Pending,4,18.3
2023-01-03 03:00:00,V00364,4270.72,Approved,4,15.2
2023-01-03 04:00:00,V00055,4026.67,Rejected,2,14.1
2023-01-03 05:00:00,V00244,3427.84,Pending,3,14.1
2023-01-03 06:00:00,V00320,3400.24,Rejected,2,9.3
2023-01-03 07:00:00,V00131,1383.75,Approved,5,18.5
2023-01-03 08:00:00,V00485,2448.29,Approved,5,16.0
2023-01-03 09:00:00,V00307,6748.19,Pending,4,15.6
2023-01-03 10:00:00,V00135,4714.17,Approved,5,17.4
2023-01-03 11:00:00,V00021,3987.2,Rejected,3,28.2
2023-01-03 12:00:00,V00329,4989.18,Approved,5,24.4
2023-01-03 13:00:00,V00167,7334.78,Rejected,2,17.3
2023-01-03 14:00:00,V00274,5008.42,Rejected,1,11.9
2023-01-03 15:00:00,V00388,6080.75,Rejected,1,19.3
2023-01-03 16:00:00,V00089,3306.79,Approved,4,13.9
2023-01-03 17:00:00,V00316,3762.74,Approved,5,15.7
2023-01-03 18:00:00,V00014,5707.95,Approved,5,19.2
2023-01-03 19:00:00,V00242,8785.31,Pending,4,17.6
2023-01-03 20:00:00,V00265,7859.55,Rejected,1,16.0
2023-01-03 21:00:00,V00346,6165.66,Rejected,1,17.9
2023-01-03 22:00:00,V00053,5302.87,Approved,5,20.5
2023-01-03 23:00:00,V00386,7802.14,Rejected,1,8.4
2023-01-04 00:00:00,V00340,6589.36,Approved,5,17.7
2023-01-04 01:00:00,V00092,1000.0,Rejected,1,10.5
2023-01-04 02:00:00,V00367,2892.14,Rejected,2,17.2
2023-01-04 03:00:00,V00444,5676.28,Rejected,2,9.1
2023-01-04 04:00:00,V00455,1426.06,Pending,3,15.2
2023-01-04 05:00:00,V00428,3204.82,Approved,4,15.6
2023-01-04 06:00:00,V00264,3600.37,Rejected,2,14.5
2023-01-04 07:00:00,V00431,4487.67,Approved,5,18.3
2023-01-04 08:00:00,V00035,4425.14,Rejected,1,13.4
2023-01-04 09:00:00,V00206,4421.76,Approved,5,13.8
2023-01-04 10:00:00,V00081,6650.62,Pending,4,14.6
2023-01-04 11:00:00,V00420,4469.55,Rejected,1,11.7
2023-01-04 12:00:00,V00050,4230.74,Rejected,2,12.7
2023-01-04 13:00:00,V00360,2301.66,Pending,4,18.6
2023-01-04 14:00:00,V00388,7048.69,Rejected,3,18.8
2023-01-04 15:00:00,V00002,3657.0,Approved,4,11.1
2023-01-04 16:00:00,V00390,2825.94,Pending,4,18.4
2023-01-04 17:00:00,V00054,5426.18,Approved,4,7.7
2023-01-04 18:00:00,V00106,3466.12,Approved,4,13.4
2023-01-04 19:00:00,V00260,3948.09,Rejected,1,9.3
2023-01-04 20:00:00,V00310,5516.92,Approved,5,15.4
2023-01-04 21:00:00,V00477,4347.03,Pending,3,15.0
2023-01-04 22:00:00,V00191,9623.22,Rejected,2,22.0
2023-01-04 23:00:00,V00402,4850.34,Rejected,2,21.6
2023-01-05 00:00:00,V00218,6235.68,Pending,3,12.8
2023-01-05 01:00:00,V00044,1116.61,Approved,4,15.2
2023-01-05 02:00:00,V00162,3278.7,Approved,4,10.6
2023-01-05 03:00:00,V00202,2826.17,Rejected,2,11.7
2023-01-05 04:00:00,V00446,3091.24,Rejected,1,7.3
2023-01-05 05:00:00,V00484,5831.08,Rejected,1,17.8
2023-01-05 06:00:00,V00270,7071.13,Approved,4,11.3
2023-01-05 07:00:00,V00351,5689.26,Approved,5,11.3
2023-01-05 08:00:00,V00304,4546.71,Approved,4,12.6
2023-01-05 09:00:00,V00271,3738.29,Approved,5,12.6
2023-01-05 10:00:00,V00456,7227.2,Pending,3,10.5
2023-01-05 11:00:00,V00462,9142.51,Rejected,2,19.0
2023-01-05 12:00:00,V00215,5270.11,Approved,5,15.2
2023-01-05 13:00:00,V00252,6878.73,Approved,5,11.6
2023-01-05 14:00:00,V00190,5686.74,Pending,4,14.7
2023-01-05 15:00:00,V00296,6511.01,Approved,5,14.0
2023-01-05 16:00:00,V00213,2670.91,Approved,4,14.1
2023-01-05 17:00:00,V00208,4023.73,Pending,4,17.9
2023-01-05 18:00:00,V00237,5790.94,Pending,4,16.9
2023-01-05 19:00:00,V00338,7424.98,Pending,4,24.6
2023-01-05 20:00:00,V00367,3363.73,Approved,4,10.1
2023-01-05 21:00:00,V00053,1000.0,Rejected,3,23.4
2023-01-05 22:00:00,V00280,4003.47,Approved,5,16.7
2023-01-05 23:00:00,V00410,7020.26,Approved,5,14.6
2023-01-06 00:00:00,V00217,1832.21,Rejected,2,10.5
2023-01-06 01:00:00,V00252,2646.16,Approved,4,12.1
2023-01-06 02:00:00,V00188,5311.84,Approved,5,15.6
2023-01-06 03:00:00,V00380,4768.06,Rejected,1,9.6
2023-01-06 04:00:00,V00493,6188.93,Rejected,2,14.5
2023-01-06 05:00:00,V00041,2542.55,Pending,4,24.4
2023-01-06 06:00:00,V00157,4350.04,Rejected,1,16.3
2023-01-06 07:00:00,V00015,7390.37,Approved,5,17.3
2023-01-06 08:00:00,V00301,2614.21,Approved,5,9.9
2023-01-06 09:00:00,V00065,7953.82,Approved,5,17.4
2023-01-06 10:00:00,V00345,2865.17,Approved,5,7.2
2023-01-06 11:00:00,V00327,6698.76,Approved,4,5.0
2023-01-06 12:00:00,V00009,4254.08,Rejected,2,17.3
2023-01-06 13:00:00,V00344,2710.18,Rejected,1,15.7
2023-01-06 14:00:00,V00129,4006.2,Approved,5,21.9
2023-01-06 15:00:00,V00492,6089.86,Approved,5,6.1
2023-01-06 16:00:00,V00136,4986.29,Rejected,3,19.1
2023-01-06 17:00:00,V00472,7236.94,Approved,5,13.9
2023-01-06 18:00:00,V00063,7871.48,Rejected,1,18.5
2023-01-06 19:00:00,V00139,2633.94,Pending,3,7.9
2023-01-06 20:00:00,V00499,2487.46,Pending,3,17.3
2023-01-06 21:00:00,V00081,2390.41,Rejected,2,7.2
2023-01-06 22:00:00,V00392,3201.61,Approved,5,21.9
2023-01-06 23:00:00,V00163,7208.43,Approved,5,12.1
2023-01-07 00:00:00,V00419,6120.72,Pending,4,14.0
2023-01-07 01:00:00,V00289,3909.94,Pending,4,16.8
2023-01-07 02:00:00,V00379,4977.79,Approved,4,10.5
2023-01-07 03:00:00,V00261,7808.61,Approved,5,18.7
2023-01-07 04:00:00,V00490,8816.02,Rejected,3,20.8
2023-01-07 05:00:00,V00231,5518.77,Pending,3,7.1
2023-01-07 06:00:00,V00041,1000.0,Approved,4,12.7
2023-01-07 07:00:00,V00028,5594.57,Approved,4,12.0
2023-01-07 08:00:00,V00135,6869.5,Approved,4,9.8
2023-01-07 09:00:00,V00201,5449.26,Approved,5,14.7
2023-01-07 10:00:00,V00328,6453.03,Rejected,3,17.0
2023-01-07 11:00:00,V00268,5714.13,Approved,4,10.8
2023-01-07 12:00:00,V00418,2530.71,Pending,4,23.1
2023-01-07 13:00:00,V00033,3227.52,Pending,3,15.0
2023-01-07 14:00:00,V00048,4357.7,Rejected,1,15.7
2023-01-07 15:00:00,V00407,7130.83,Approved,5,16.0
2023-01-07 16:00:00,V00062,3468.23,Approved,4,7.9
2023-01-07 17:00:00,V00216,5911.81,Rejected,1,7.1
2023-01-07 18:00:00,V00293,5607.39,Approved,5,21.0
2023-01-07 19:00:00,V00099,8172.39,Rejected,3,21.5
2023-01-07 20:00:00,V00172,4916.64,Pending,4,19.8
2023-01-07 21:00:00,V00360,1490.48,Approved,4,12.7
2023-01-07 22:00:00,V00214,6293.74,Pending,3,11.2
2023-01-07 23:00:00,V00475,9276.11,Rejected,2,12.2
2023-01-08 00:00:00,V00035,6424.77,Approved,5,5.0
2023-01-08 01:00:00,V00449,3424.68,Rejected,2,13.5
2023-01-08 02:00:00,V00227,2836.11,Approved,4,14.5
2023-01-08 03:00:00,V00101,3094.06,Approved,5,14.2
2023-01-08 04:00:00,V00431,9006.62,Rejected,1,11.5
2023-01-08 05:00:00,V00462,4345.35,Approved,5,16.1
2023-01-08 06:00:00,V00131,3674.71,Pending,4,20.1
2023-01-08 07:00:00,V00257,4683.13,Rejected,2,9.9
2023-01-08 08:00:00,V00005,4366.19,Approved,4,12.3
2023-01-08 09:00:00,V00218,8135.3,Approved,4,5.0
2023-01-08 10:00:00,V00255,2971.05,Rejected,1,21.2
2023-01-08 11:00:00,V00398,7361.29,Approved,4,12.2
2023-01-08 12:00:00,V00359,5244.18,Approved,5,15.5
2023-01-08 13:00:00,V00283,7414.05,Approved,4,12.4
2023-01-08 14:00:00,V00393,8165.24,Rejected,3,15.4
2023-01-08 15:00:00,V00207,5169.6,Pending,4,17.7
2023-01-08 16:00:00,V00015,4369.87,Approved,5,11.7
2023-01-08 17:00:00,V00346,5132.36,Rejected,2,17.3
2023-01-08 18:00:00,V00042,4810.46,Approved,4,6.1
2023-01-08 19:00:00,V00380,1686.07,Pending,4,18.6
2023-01-08 20:00:00,V00461,8104.96,Pending,3,10.6
2023-01-08 21:00:00,V00179,5491.57,Approved,5,17.8
2023-01-08 22:00:00,V00063,2673.8,Pending,4,17.4
2023-01-08 23:00:00,V00352,1000.0,Pending,4,28.4
2023-01-09 00:00:00,V00231,1000.0,Pending,4,19.4
2023-01-09 01:00:00,V00241,6540.96,Approved,5,21.1
2023-01-09 02:00:00,V00052,3762.04,Pending,4,16.4
2023-01-09 03:00:00,V00096,4090.2,Approved,4,15.8
2023-01-09 04:00:00,V00388,5976.31,Pending,3,5.5
2023-01-09 05:00:00,V00222,3967.9,Approved,5,21.9
2023-01-09 06:00:00,V00485,6093.05,Rejected,2,24.8
2023-01-09 07:00:00,V00407,5190.53,Rejected,3,14.9
2023-01-09 08:00:00,V00231,4831.74,Approved,5,11.5
2023-01-09 09:00:00,V00237,1854.5,Rejected,2,12.0
2023-01-09 10:00:00,V00143,3360.54,Approved,5,14.0
2023-01-09 11:00:00,V00171,6205.07,Approved,4,11.0
2023-01-09 12:00:00,V00029,3635.96,Rejected,2,16.3
2023-01-09 13:00:00,V00036,7410.74,Approved,5,19.7
2023-01-09 14:00:00,V00013,9692.8,Rejected,3,14.3
2023-01-09 15:00:00,V00160,6312.77,Pending,4,17.3
2023-01-09 16:00:00,V00327,7985.66,Approved,5,19.8
2023-01-09 17:00:00,V00187,6441.45,Approved,4,13.1
2023-01-09 18:00:00,V00243,3931.48,Approved,5,23.1
2023-01-09 19:00:00,V00086,5400.3,Approved,5,24.7
2023-01-09 20:00:00,V00284,9026.64,Pending,4,21.6
2023-01-09 21:00:00,V00066,3952.89,Rejected,2,16.3
2023-01-09 22:00:00,V00170,2921.35,Approved,5,9.9
2023-01-09 23:00:00,V00045,2731.61,Pending,4,17.8
2023-01-10 00:00:00,V00062,4564.94,Pending,4,16.9
2023-01-10 01:00:00,V00441,2993.06,Pending,4,24.2
2023-01-10 02:00:00,V00134,8348.04,Approved,5,13.2
2023-01-10 03:00:00,V00284,5432.71,Approved,4,11.3
2023-01-10 04:00:00,V00028,6943.45,Rejected,3,24.1
2023-01-10 05:00:00,V00108,4402.67,Approved,5,13.8
2023-01-10 06:00:00,V00044,2719.61,Approved,5,15.1
2023-01-10 07:00:00,V00340,2381.21,Rejected,1,11.8
2023-01-10 08:00:00,V00286,3184.02,Pending,3,16.0
2023-01-10 09:00:00,V00446,5695.05,Approved,5,15.0
2023-01-10 10:00:00,V00331,6039.77,Rejected,2,15.0
2023-01-10 11:00:00,V00128,6206.39,Rejected,2,15.7
2023-01-10 12:00:00,V00348,2022.65,Approved,4,15.2
2023-01-10 13:00:00,V00473,4999.18,Pending,3,8.8
2023-01-10 14:00:00,V00231,2947.88,Pending,4,20.8
2023-01-10 15:00:00,V00190,5802.93,Rejected,3,19.3
2023-01-10 16:00:00,V00225,5958.15,Pending,4,17.9
2023-01-10 17:00:00,V00385,2655.65,Approved,5,11.4
2023-01-10 18:00:00,V00377,6936.06,Rejected,3,20.6
2023-01-10 19:00:00,V00283,9677.65,Rejected,1,14.7
2023-01-10 20:00:00,V00446,6669.67,Approved,5,13.0
2023-01-10 21:00:00,V00121,4674.33,Approved,4,14.1
2023-01-10 22:00:00,V00116,4366.91,Approved,4,14.3
2023-01-10 23:00:00,V00461,4581.87,Approved,5,9.1
2023-01-11 00:00:00,V00233,3478.53,Rejected,2,18.9
2023-01-11 01:00:00,V00259,5504.8,Pending,4,15.8
2023-01-11 02:00:00,V00359,2723.07,Rejected,2,19.4
2023-01-11 03:00:00,V00198,1220.6,Rejected,1,12.1
2023-01-11 04:00:00,V00456,5439.2,Pending,4,17.0
2023-01-11 05:00:00,V00411,5042.47,Approved,5,14.5
2023-01-11 06:00:00,V00137,3857.66,Approved,5,12.9
2023-01-11 07:00:00,V00318,2434.61,Pending,3,16.8
2023-01-11 08:00:00,V00165,5579.49,Pending,4,18.4
2023-01-11 09:00:00,V00225,3019.65,Approved,5,12.0
2023-01-11 10:00:00,V00307,4722.11,Rejected,2,22.9
2023-01-11 11:00:00,V00234,8529.94,Rejected,3,13.8
2023-01-11 12:00:00,V00172,6302.38,Rejected,2,25.9
2023-01-11 13:00:00,V00152,2261.73,Approved,4,11.3
2023-01-11 14:00:00,V00463,2450.3,Rejected,1,13.3
2023-01-11 15:00:00,V00315,5303.64,Approved,4,5.0
2023-01-11 16:00:00,V00374,2249.36,Approved,5,15.0
2023-01-11 17:00:00,V00160,1000.0,Approved,5,21.0
2023-01-11 18:00:00,V00096,6064.74,Approved,4,10.0
2023-01-11 19:00:00,V00472,5641.87,Rejected,3,18.2
2023-01-11 20:00:00,V00233,5901.2,Approved,5,11.7
2023-01-11 21:00:00,V00180,5526.07,Approved,5,16.6
2023-01-11 22:00:00,V00113,4869.38,Rejected,2,19.3
2023-01-11 23:00:00,V00318,3675.62,Approved,5,26.1
2023-01-12 00:00:00,V00497,6032.27,Approved,5,21.1
2023-01-12 01:00:00,V00442,8059.77,Approved,5,13.5
2023-01-12 02:00:00,V00052,3997.54,Pending,3,7.3
2023-01-12 03:00:00,V00268,2958.52,Approved,5,17.5
2023-01-12 04:00:00,V00295,2729.76,Rejected,2,22.2
2023-01-12 05:00:00,V00386,3266.54,Rejected,2,15.3
2023-01-12 06:00:00,V00387,5405.2,Rejected,2,12.9
2023-01-12 07:00:00,V00113,1000.0,Pending,4,19.0
2023-01-12 08:00:00,V00101,5878.34,Rejected,1,14.2
2023-01-12 09:00:00,V00113,6287.83,Pending,3,13.6
2023-01-12 10:00:00,V00440,1403.84,Approved,4,16.6
2023-01-12 11:00:00,V00081,3041.64,Rejected,1,18.8
2023-01-12 12:00:00,V00187,5159.36,Approved,5,9.6
2023-01-12 13:00:00,V00113,4713.06,Pending,3,6.3
2023-01-12 14:00:00,V00002,6039.27,Rejected,1,9.1
2023-01-12 15:00:00,V00130,4717.73,Pending,3,10.9
2023-01-12 16:00:00,V00220,7529.54,Rejected,2,24.8
2023-01-12 17:00:00,V00054,4357.66,Approved,5,12.7
2023-01-12 18:00:00,V00343,3033.93,Rejected,3,17.6
2023-01-12 19:00:00,V00485,2873.12,Rejected,2,12.2
2023-01-12 20:00:00,V00224,6470.94,Approved,4,11.6
2023-01-12 21:00:00,V00225,5059.24,Pending,4,20.4
2023-01-12 22:00:00,V00385,6267.43,Pending,3,6.0
2023-01-12 23:00:00,V00403,6226.24,Rejected,3,21.5
2023-01-13 00:00:00,V00126,1000.0,Approved,5,15.0
2023-01-13 01:00:00,V00130,2719.83,Approved,4,15.5
2023-01-13 02:00:00,V00053,2958.75,Rejected,3,20.4
2023-01-13 03:00:00,V00172,3367.87,Approved,5,22.1
2023-01-13 04:00:00,V00218,4159.29,Pending,3,10.6
2023-01-13 05:00:00,V00160,6998.3,Approved,4,7.4
2023-01-13 06:00:00,V00198,7396.96,Approved,4,6.7
2023-01-13 07:00:00,V00416,4414.22,Pending,3,15.1
2023-01-13 08:00:00,V00247,4497.44,Pending,3,10.4
2023-01-13 09:00:00,V00324,3589.13,Approved,4,8.6
2023-01-13 10:00:00,V00439,5178.38,Rejected,3,17.6
2023-01-13 11:00:00,V00203,5405.04,Rejected,3,17.9
2023-01-13 12:00:00,V00184,6612.95,Pending,4,13.7
2023-01-13 13:00:00,V00123,6596.88,Approved,5,13.7
2023-01-13 14:00:00,V00401,1000.0,Approved,5,16.2
2023-01-13 15:00:00,V00255,4694.91,Rejected,2,8.9
2023-01-13 16:00:00,V00294,7768.2,Approved,5,17.8
2023-01-13 17:00:00,V00280,4123.77,Approved,5,18.8
2023-01-13 18:00:00,V00325,7278.48,Pending,4,21.6
2023-01-13 19:00:00,V00372,4387.1,Approved,4,5.9
2023-01-13 20:00:00,V00098,5349.85,Approved,5,17.6
2023-01-13 21:00:00,V00198,2726.22,Approved,5,17.9
2023-01-13 22:00:00,V00470,2801.5,Pending,4,23.0
2023-01-13 23:00:00,V00395,6450.98,Approved,5,14.0
2023-01-14 00:00:00,V00240,6763.64,Rejected,2,14.0
2023-01-14 01:00:00,V00144,5052.86,Approved,4,13.9
2023-01-14 02:00:00,V00097,2544.95,Approved,5,13.0
2023-01-14 03:00:00,V00201,5087.61,Pending,3,10.5
2023-01-14 04:00:00,V00124,7514.47,Approved,4,9.9
2023-01-14 05:00:00,V00187,8485.73,Rejected,2,11.6
2023-01-14 06:00:00,V00326,4366.58,Approved,5,17.3
2023-01-14 07:00:00,V00464,1680.26,Approved,5,10.5
2023-01-14 08:00:00,V00349,6680.73,Pending,4,18.2
2023-01-14 09:00:00,V00259,4448.07,Rejected,2,14.8
2023-01-14 10:00:00,V00148,6886.08,Pending,4,17.7
2023-01-14 11:00:00,V00252,5562.14,Rejected,3,18.5
2023-01-14 12:00:00,V00443,3233.11,Pending,3,13.6
2023-01-14 13:00:00,V00420,5116.49,Approved,5,20.9
2023-01-14 14:00:00,V00403,7616.68,Rejected,1,20.8
2023-01-14 15:00:00,V00346,4701.69,Pending,3,9.1
2023-01-14 16:00:00,V00451,2930.39,Approved,4,11.5
2023-01-14 17:00:00,V00147,1822.71,Rejected,2,13.4
2023-01-14 18:00:00,V00148,3455.67,Rejected,1,20.1
2023-01-14 19:00:00,V00352,4179.73,Pending,4,21.5
2023-01-14 20:00:00,V00199,6640.0,Rejected,2,16.5
2023-01-14 21:00:00,V00308,2758.3,Rejected,3,22.1
2023-01-14 22:00:00,V00489,8107.5,Pending,4,13.3
2023-01-14 23:00:00,V00417,2325.7,Rejected,3,22.5
2023-01-15 00:00:00,V00424,9662.97,Approved,5,19.7
2023-01-15 01:00:00,V00128,8451.04,Approved,5,15.9
2023-01-15 02:00:00,V00039,5282.33,Approved,5,18.3
2023-01-15 03:00:00,V00338,1704.61,Approved,5,21.0
2023-01-15 04:00:00,V00360,4889.15,Pending,3,12.8
2023-01-15 05:00:00,V00129,4226.32,Pending,3,11.9
2023-01-15 06:00:00,V00267,2451.43,Rejected,3,17.7
2023-01-15 07:00:00,V00476,5582.02,Approved,5,14.0
2023-01-15 08:00:00,V00441,3352.71,Pending,3,15.0
2023-01-15 09:00:00,V00473,3570.19,Approved,5,22.8
2023-01-15 10:00:00,V00434,4592.64,Approved,4,11.0
2023-01-15 11:00:00,V00151,3850.18,Rejected,1,19.4
2023-01-15 12:00:00,V00415,9156.31,Approved,5,16.4
2023-01-15 13:00:00,V00478,3928.57,Approved,4,9.5
2023-01-15 14:00:00,V00298,5881.76,Pending,3,8.6
2023-01-15 15:00:00,V00099,5291.04,Approved,5,5.0
2023-01-15 16:00:00,V00263,5705.5,Approved,5,12.8
2023-01-15 17:00:00,V00252,5858.18,Approved,4,9.6
2023-01-15 18:00:00,V00144,6762.72,Approved,5,15.2
2023-01-15 19:00:00,V00346,5532.89,Approved,5,15.9
2023-01-15 20:00:00,V00112,5449.79,Rejected,2,6.4
2023-01-15 21:00:00,V00500,5116.95,Approved,5,5.0
2023-01-15 22:00:00,V00060,4723.16,Pending,4,17.8
2023-01-15 23:00:00,V00369,3176.4,Pending,3,13.0
2023-01-16 00:00:00,V00002,4878.26,Approved,5,10.7
2023-01-16 01:00:00,V00385,5482.53,Rejected,1,13.6
2023-01-16 02:00:00,V00304,5804.33,Pending,4,17.2
2023-01-16 03:00:00,V00254,5360.57,Rejected,2,19.8
2023-01-16 04:00:00,V00140,4534.09,Rejected,1,14.9
2023-01-16 05:00:00,V00453,4885.84,Rejected,3,16.2
2023-01-16 06:00:00,V00037,3892.71,Rejected,3,19.6
2023-01-16 07:00:00,V00160,5626.45,Pending,4,19.5
2023-01-16 08:00:00,V00009,4557.74,Pending,4,20.7
2023-01-16 09:00:00,V00233,5361.12,Approved,4,8.6
2023-01-16 10:00:00,V00099,7001.61,Rejected,2,5.0
2023-01-16 11:00:00,V00147,3581.28,Approved,5,11.1
2023-01-16 12:00:00,V00304,6193.39,Approved,5,19.7
2023-01-16 13:00:00,V00208,5066.42,Pending,3,14.7
2023-01-16 14:00:00,V00131,9042.39,Pending,4,21.3
2023-01-16 15:00:00,V00404,4567.4,Approved,4,8.7
2023-01-16 16:00:00,V00152,6390.33,Approved,5,11.1
2023-01-16 17:00:00,V00054,5030.71,Approved,5,17.1
2023-01-16 18:00:00,V00120,2223.39,Rejected,1,16.0
2023-01-16 19:00:00,V00161,3958.62,Approved,5,16.1
2023-01-16 20:00:00,V00408,6760.94,Rejected,1,14.2
2023-01-16 21:00:00,V00116,4134.61,Approved,4,14.4
2023-01-16 22:00:00,V00075,1000.0,Rejected,3,23.3
2023-01-16 23:00:00,V00113,4937.19,Pending,3,14.5
2023-01-17 00:00:00,V00456,2815.33,Pending,4,20.4
2023-01-17 01:00:00,V00420,5263.64,Pending,4,14.8
2023-01-17 02:00:00,V00422,8102.29,Rejected,2,20.5
2023-01-17 03:00:00,V00104,6538.91,Approved,5,14.5
2023-01-17 04:00:00,V00340,8073.31,Rejected,1,14.0
2023-01-17 05:00:00,V00254,3876.98,Pending,3,14.5
2023-01-17 06:00:00,V00227,4713.67,Approved,5,19.1
2023-01-17 07:00:00,V00112,2911.13,Approved,5,7.6
2023-01-17 08:00:00,V00473,3631.91,Approved,5,12.9
2023-01-17 09:00:00,V00099,3146.23,Rejected,3,18.3
2023-01-17 10:00:00,V00153,2386.55,Approved,4,14.4
2023-01-17 11:00:00,V00349,7731.71,Approved,5,11.1
2023-01-17 12:00:00,V00402,1000.0,Approved,4,14.4
2023-01-17 13:00:00,V00384,7740.28,Pending,4,18.7
2023-01-17 14:00:00,V00366,7492.12,Pending,4,20.9
2023-01-17 15:00:00,V00338,5999.59,Rejected,1,9.6
2023-01-17 16:00:00,V00194,2770.99,Rejected,3,23.5
2023-01-17 17:00:00,V00310,1835.65,Approved,5,11.5
2023-01-17 18:00:00,V00163,3903.19,Pending,3,14.4
2023-01-17 19:00:00,V00208,6250.24,Approved,4,9.9
2023-01-17 20:00:00,V00445,5006.13,Pending,4,16.2
2023-01-17 21:00:00,V00169,2913.0,Approved,4,12.5
2023-01-17 22:00:00,V00484,7296.41,Pending,3,12.2
2023-01-17 23:00:00,V00161,8368.77,Pending,4,17.0
2023-01-18 00:00:00,V00068,4546.8,Approved,4,14.3
2023-01-18 01:00:00,V00289,5218.67,Approved,5,11.7
2023-01-18 02:00:00,V00398,1982.3,Approved,4,12.6
2023-01-18 03:00:00,V00277,4171.23,Rejected,3,18.0
2023-01-18 04:00:00,V00304,6020.88,Approved,4,8.6
2023-01-18 05:00:00,V00404,5709.71,Rejected,2,16.6
2023-01-18 06:00:00,V00384,3984.66,Approved,4,9.5
2023-01-18 07:00:00,V00392,4451.51,Approved,5,17.7
2023-01-18 08:00:00,V00135,4105.58,Pending,4,21.8
2023-01-18 09:00:00,V00195,4443.07,Pending,3,10.8
2023-01-18 10:00:00,V00401,5846.47,Approved,4,10.6
2023-01-18 11:00:00,V00128,1064.93,Approved,5,24.8
2023-01-18 12:00:00,V00033,4851.3,Approved,5,19.0
2023-01-18 13:00:00,V00176,5699.95,Approved,5,13.5
2023-01-18 14:00:00,V00460,3859.03,Approved,4,14.6
2023-01-18 15:00:00,V00443,4041.33,Pending,3,9.1
2023-01-18 16:00:00,V00371,4099.21,Rejected,2,5.0
2023-01-18 17:00:00,V00470,4041.9,Approved,5,14.8
2023-01-18 18:00:00,V00375,5011.77,Rejected,2,12.6
2023-01-18 19:00:00,V00022,5258.01,Rejected,3,18.2
2023-01-18 20:00:00,V00238,1000.0,Approved,5,15.1
2023-01-18 21:00:00,V00158,6305.76,Pending,3,13.3
